=== 语义排序结果体验 ===
算法: sorted_sig_filter_opt_10000.txt
单词总数: 10000
【核心性能与质量指标】
- 排序计算耗时: 768.138 ms
- 平均相邻汉明距离: 559.44 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 929 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 9986
--------------------------------------------------

00001. handshake          (起点)
09678. mediation          (相邻汉明距离: 699)
09679. counseling         (相邻汉明距离: 731)
09680. correspondence school (相邻汉明距离: 786)
09681. Harvard Law (School) (相邻汉明距离: 742)
09682. School of Journalism (相邻汉明距离: 703)
09683. Gettysburg College (相邻汉明距离: 785)
09684. Kennedy Airport    (相邻汉明距离: 792)
09685. New York Stock Exchange (相邻汉明距离: 779)
09686. New York City Ballet (相邻汉明距离: 674)
09687. New York Philharmonic (相邻汉明距离: 572)
09688. Haidian Theater    (相邻汉明距离: 797)
09689. field hockey       (相邻汉明距离: 798)
09690. football field     (相邻汉明距离: 600)
09691. field hospital     (相邻汉明距离: 570)
09692. health care        (相邻汉明距离: 791)
09693. consumer market    (相邻汉明距离: 815)
09694. readership         (相邻汉明距离: 773)
09695. close reading      (相邻汉明距离: 723)
09696. encroaching        (相邻汉明距离: 766)
09697. eavesdropped       (相邻汉明距离: 693)
09698. espionage          (相邻汉明距离: 667)
09699. ideology           (相邻汉明距离: 796)
09700. eclecticism        (相邻汉明距离: 719)
09701. Romanticism        (相邻汉明距离: 714)
09702. Shakespearean      (相邻汉明距离: 739)
09703. melodrama          (相邻汉明距离: 763)
09704. harmonica          (相邻汉明距离: 785)
09705. keyboard instrument (相邻汉明距离: 709)
09706. kindle             (相邻汉明距离: 702)
09707. smartphone         (相邻汉明距离: 742)
09708. mobile             (相邻汉明距离: 558)
09709. MP3 player         (相邻汉明距离: 718)
09710. DVD player DVD     (相邻汉明距离: 716)
09711. invidious          (相邻汉明距离: 819)
09712. fiddler            (相邻汉明距离: 804)
09713. juggler            (相邻汉明距离: 732)
09714. Jenkins            (相邻汉明距离: 703)
09715. maven              (相邻汉明距离: 679)
09716. guzzle             (相邻汉明距离: 812)
09717. devise             (相邻汉明距离: 803)
09718. devout             (相邻汉明距离: 664)
09719. chain index        (相邻汉明距离: 766)
09720. Lord of Chirnside  (相邻汉明距离: 806)
09721. glenlivet          (相邻汉明距离: 766)
09722. golden retriever   (相邻汉明距离: 687)
09723. fantail goldfish   (相邻汉明距离: 729)
09724. frailty            (相邻汉明距离: 802)
09725. gerontology        (相邻汉明距离: 703)
09726. gerontologist      (相邻汉明距离: 398)
09727. criminologist      (相邻汉明距离: 702)
09728. microbiologist     (相邻汉明距离: 688)
09729. biostatistician    (相邻汉明距离: 651)
09730. essayist           (相邻汉明距离: 774)
09731. develop an essay out of it (相邻汉明距离: 713)
09732. complex sentence   (相邻汉明距离: 804)
09733. perplexity         (相邻汉明距离: 761)
09734. discomfort         (相邻汉明距离: 766)
09735. a painful problem  (相邻汉明距离: 690)
09736. feel a serious pain (相邻汉明距离: 659)
09737. excruciate         (相邻汉明距离: 803)
09738. equinox            (相邻汉明距离: 757)
09739. inexperienced      (相邻汉明距离: 735)
09740. in detail          (相邻汉明距离: 773)
09741. description block  (相邻汉明距离: 728)
09742. described as       (相邻汉明距离: 723)
09743. known as           (相邻汉明距离: 703)
09744. earn the name of   (相邻汉明距离: 774)
09745. cognomen           (相邻汉明距离: 773)
09746. tenner             (相邻汉明距离: 774)
09747. New Territories    (相邻汉明距离: 718)
09748. forced termination (相邻汉明距离: 772)
09749. extinguish         (相邻汉明距离: 741)
09750. fire extinguisher  (相邻汉明距离: 544)
09751. dimethyl ether     (相邻汉明距离: 789)
09752. ethanol            (相邻汉明距离: 610)
09753. photosynthesis     (相邻汉明距离: 754)
09754. physiology         (相邻汉明距离: 710)
09755. body--building     (相邻汉明距离: 815)
09756. abed               (相邻汉明距离: 750)
09757. Bund               (相邻汉明距离: 751)
09758. Liberal Democrat   (相邻汉明距离: 756)
09759. the Democratic Party (相邻汉明距离: 572)
09760. Parliamentary Democracy (相邻汉明距离: 694)
09761. hold positions of authority (相邻汉明距离: 846)
09762. governing class    (相邻汉明距离: 813)
09763. government-defined (相邻汉明距离: 647)
09764. government agency  (相邻汉明距离: 593)
09765. local government   (相邻汉明距离: 656)
09766. a police station   (相邻汉明距离: 793)
09767. locksmiths         (相邻汉明距离: 792)
09768. crime rate         (相邻汉明距离: 789)
09769. probation          (相邻汉明距离: 765)
09770. semiannually       (相邻汉明距离: 763)
09771. biweekly           (相邻汉明距离: 625)
09772. business weekly    (相邻汉明距离: 538)
09773. do sports twice a week (相邻汉明距离: 802)
09774. how often          (相邻汉明距离: 729)
09775. How much do I owe you (相邻汉明距离: 791)
09776. It just depends    (相邻汉明距离: 823)
09777. Indies             (相邻汉明距离: 808)
09778. NFE                (相邻汉明距离: 781)
09779. nonagricultural    (相邻汉明距离: 750)
09780. farm stock         (相邻汉明距离: 736)
09781. cattle breeding    (相邻汉明距离: 718)
09782. interbreed         (相邻汉明距离: 783)
09783. lay bare           (相邻汉明距离: 781)
09784. celibate           (相邻汉明距离: 731)
09785. absorb             (相邻汉明距离: 763)
09786. incorporeal capital (相邻汉明距离: 776)
09787. dormant capital    (相邻汉明距离: 621)
09788. fixed capital      (相邻汉明距离: 608)
09789. make capital of    (相邻汉明距离: 533)
09790. legal capital      (相邻汉明距离: 625)
09791. ledger folio       (相邻汉明距离: 801)
09792. fiduciary loan     (相邻汉明距离: 753)
09793. fiduciary          (相邻汉明距离: 458)
09794. purvey             (相邻汉明距离: 791)
09795. PEO                (相邻汉明距离: 725)
09796. Noyes's            (相邻汉明距离: 773)
09797. Pembroke           (相邻汉明距离: 771)
09798. Montignac          (相邻汉明距离: 707)
09799. Sun Moon Lake      (相邻汉明距离: 729)
09800. squilla            (相邻汉明距离: 803)
09801. larva              (相邻汉明距离: 707)
09802. fungus             (相邻汉明距离: 730)
09803. Penicillium        (相邻汉明距离: 578)
09804. Penicillium notatum (相邻汉明距离: 425)
09805. notepad            (相邻汉明距离: 779)
09806. make notes         (相邻汉明距离: 594)
09807. compare notes      (相邻汉明距离: 641)
09808. migrate            (相邻汉明距离: 824)
09809. destination directory (相邻汉明距离: 754)
09810. export a machine in sections (相邻汉明距离: 772)
09811. macro assembler    (相邻汉明距离: 754)
09812. ATM machine        (相邻汉明距离: 760)
09813. American Express Card (相邻汉明距离: 760)
09814. electronic debit cards (相邻汉明距离: 755)
09815. electronic traffic (相邻汉明距离: 641)
09816. electronic data processing (相邻汉明距离: 713)
09817. edge detection     (相邻汉明距离: 809)
09818. edge-triggered     (相邻汉明距离: 714)
09819. SPI                (相邻汉明距离: 742)
09820. initial address    (相邻汉明距离: 764)
09821. conventional memory (相邻汉明距离: 745)
09822. horizontal blanking period (相邻汉明距离: 792)
09823. sample and hold circuit (相邻汉明距离: 766)
09824. destructive readout (相邻汉明距离: 787)
09825. self-annihilation  (相邻汉明距离: 770)
09826. disarmament        (相邻汉明距离: 732)
09827. offensive weapons  (相邻汉明距离: 713)
09828. anti-smoking       (相邻汉明距离: 775)
09829. long-termism       (相邻汉明距离: 817)
09830. endemic            (相邻汉明距离: 778)
09831. epidemic           (相邻汉明距离: 630)
09832. epidemics          (相邻汉明距离: 227)
09833. malaria            (相邻汉明距离: 733)
09834. leukemia           (相邻汉明距离: 694)
09835. liquid crystal display (相邻汉明距离: 830)
09836. dithering          (相邻汉明距离: 810)
09837. thready            (相邻汉明距离: 754)
09838. velvety            (相邻汉明距离: 761)
09839. condiment          (相邻汉明距离: 783)
09840. condiments         (相邻汉明距离: 251)
09841. instant noodles    (相邻汉明距离: 792)
09842. ice age            (相邻汉明距离: 797)
09843. Angly              (相邻汉明距离: 785)
09844. in the wings       (相邻汉明距离: 754)
09845. in the wake of     (相邻汉明距离: 741)
09846. in recognition of  (相邻汉明距离: 779)
09847. by courtesy of     (相邻汉明距离: 786)
09848. courtesy bus       (相邻汉明距离: 647)
09849. horse-drawn trolley (相邻汉明距离: 773)
09850. in tow             (相邻汉明距离: 761)
09851. do taijiquan       (相邻汉明距离: 762)
09852. moxibustion        (相邻汉明距离: 771)
09853. cubism             (相邻汉明距离: 794)
09854. cubist             (相邻汉明距离: 272)
09855. cuckoo-bird        (相邻汉明距离: 771)
09856. feel as free as a bird (相邻汉明距离: 760)
09857. keep to the beaten track (相邻汉明距离: 815)
09858. jump on the bandwagon (相邻汉明距离: 722)
09859. fall by the wayside (相邻汉明距离: 759)
09860. fall apart         (相邻汉明距离: 655)
09861. fall apart at the seams (相邻汉明距离: 334)
09862. San Andreas fault  (相邻汉明距离: 800)
09863. feldspar           (相邻汉明距离: 711)
09864. saffron            (相邻汉明距离: 780)
09865. logical palette    (相邻汉明距离: 800)
09866. Floral Index       (相邻汉明距离: 772)
09867. geobotany          (相邻汉明距离: 772)
09868. bushel             (相邻汉明距离: 814)
09869. megaton            (相邻汉明距离: 730)
09870. measure off        (相邻汉明距离: 782)
09871. search party       (相邻汉明距离: 805)
09872. full-text search   (相邻汉明距离: 689)
09873. new password       (相邻汉明距离: 808)
09874. a passenger load   (相邻汉明距离: 802)
09875. patronize          (相邻汉明距离: 792)
09876. matinee            (相邻汉明距离: 760)
09877. Perth              (相邻汉明距离: 813)
09878. Houston Rockets    (相邻汉明距离: 742)
09879. Rawlings           (相邻汉明距离: 776)
09880. championship       (相邻汉明距离: 752)
09881. enter a race       (相邻汉明距离: 750)
09882. livestream         (相邻汉明距离: 794)
09883. video phone        (相邻汉明距离: 743)
09884. corporate video    (相邻汉明距离: 685)
09885. commercialization  (相邻汉明距离: 850)
09886. establishment      (相邻汉明距离: 773)
09887. nesting level      (相邻汉明距离: 796)
09888. lumped network     (相邻汉明距离: 795)
09889. impedance          (相邻汉明距离: 761)
09890. rectifier          (相邻汉明距离: 795)
09891. solder             (相邻汉明距离: 773)
09892. sophomore          (相邻汉明距离: 788)
09893. sixth former       (相邻汉明距离: 730)
09894. twenty-six         (相邻汉明距离: 710)
09895. twenty-seven       (相邻汉明距离: 459)
09896. from November onward (相邻汉明距离: 778)
09897. ordinal numbers    (相邻汉明距离: 791)
09898. encyclopaedia      (相邻汉明距离: 807)
09899. caravanserai       (相邻汉明距离: 808)
09900. historic voyage    (相邻汉明距离: 765)
09901. march from victory to victory (相邻汉明距离: 798)
09902. convert sorrow into strength (相邻汉明距离: 844)
09903. frown on           (相邻汉明距离: 800)
09904. I'm afraid...      (相邻汉明距离: 734)
09905. How come ...       (相邻汉明距离: 768)
09906. My, how he's grown! (相邻汉明距离: 794)
09907. How nice!          (相邻汉明距离: 693)
09908. Seeing is believing. (相邻汉明距离: 813)
09909. make believe       (相邻汉明距离: 649)
09910. rigorous           (相邻汉明距离: 831)
09911. in the strictest sense (相邻汉明距离: 685)
09912. in the broad sense (相邻汉明距离: 639)
09913. chase about (all over) (相邻汉明距离: 794)
